ID_Pesquisa,Data_Resposta,Nota_NPS,Estado,Motivo_Principal,ID_Sistema_Feedback,Classificacao_NPS
SRV-001775,2025-09-23,1,AM,Tempo de Entrega,56815,Detrator
SRV-001776,2025-01-20,9,ES,Tempo de Entrega,98911,Promotor
SRV-001777,2025-03-11,6,PA,Atendimento,36093,Detrator
SRV-001778,2025-01-08,0,RJ,Qualidade do Produto,42525,Detrator
SRV-001779,2025-02-03,7,AM,Atendimento,39030,Neutro
SRV-001780,2025-08-12,10,MG,Preço,54067,Promotor
SRV-001781,2025-06-28,2,RJ,Tempo de Entrega,15207,Detrator
SRV-001782,2025-09-03,10,PR,Atendimento,86433,Promotor
SRV-001783,2025-09-17,5,SC,Atendimento,36639,Detrator
SRV-001784,2025-04-18,8,MT,Atendimento,12792,Neutro
SRV-001785,2025-08-30,5,PR,Preço,10420,Detrator
SRV-001786,2025-01-24,8,RJ,Qualidade do Produto,29198,Neutro
SRV-001787,2025-08-04,6,MS,Atendimento,45608,Detrator
SRV-001788,2025-02-24,8,PR,Preço,56205,Neutro
SRV-001789,2025-01-26,1,PE,Tempo de Entrega,92951,Detrator
SRV-001790,2025-10-08,7,ES,Variedade,27875,Neutro
SRV-001791,2025-10-19,7,MS,Preço,80511,Neutro
SRV-001792,2025-11-23,1,CE,Variedade,31331,Detrator
SRV-001793,2025-07-05,3,RJ,Atendimento,26893,Detrator
SRV-001794,2025-01-12,10,MG,Atendimento,74913,Promotor
SRV-001795,2025-05-09,6,MG,Preço,28243,Detrator
SRV-001796,2025-07-27,10,PE,Variedade,25535,Promotor
SRV-001797,2025-05-13,3,ES,Atendimento,73203,Detrator
SRV-001798,2025-12-05,3,PA,Tempo de Entrega,80597,Detrator
SRV-001799,2025-07-15,5,SP,Qualidade do Produto,77394,Detrator
SRV-001800,2025-09-19,9,SP,Qualidade do Produto,35489,Promotor
SRV-001801,2025-10-09,5,PA,Atendimento,89214,Detrator
SRV-001802,2025-04-13,9,RS,Variedade,94886,Promotor
SRV-001803,2025-04-30,2,RS,Atendimento,23346,Detrator
SRV-001804,2025-07-02,8,RJ,Variedade,58005,Neutro
SRV-001805,2025-01-09,9,PE,Tempo de Entrega,16773,Promotor
SRV-001806,2025-02-14,10,PE,Variedade,85324,Promotor
SRV-001807,2025-09-01,1,PR,Atendimento,42343,Detrator
SRV-001808,2025-09-27,5,PA,Tempo de Entrega,84783,Detrator
SRV-001809,2025-04-22,6,PA,Preço,55963,Detrator
SRV-001810,2025-02-24,8,MG,Qualidade do Produto,51983,Neutro
SRV-001811,2025-01-15,2,MG,Atendimento,45972,Detrator
SRV-001812,2025-02-06,9,MS,Atendimento,26959,Promotor
SRV-001813,2025-06-27,2,MG,Atendimento,99343,Detrator
SRV-001814,2025-05-07,6,SC,Tempo de Entrega,44133,Detrator
SRV-001815,2025-04-27,3,ES,Preço,99754,Detrator
SRV-001816,2025-12-06,7,BA,Variedade,61150,Neutro
SRV-001817,2025-03-13,6,PA,Preço,31734,Detrator
SRV-001818,2025-12-18,4,GO,Tempo de Entrega,98364,Detrator
SRV-001819,2025-04-21,6,MT,Atendimento,27400,Detrator
SRV-001820,2025-05-29,2,GO,Qualidade do Produto,30002,Detrator
SRV-001821,2025-07-04,1,MT,Atendimento,46492,Detrator
SRV-001822,2025-04-15,5,MT,Variedade,40875,Detrator
SRV-001823,2025-05-27,1,PR,Qualidade do Produto,35046,Detrator
SRV-001824,2025-08-09,2,SP,Atendimento,33664,Detrator
SRV-001825,2025-11-10,5,PE,Qualidade do Produto,34453,Detrator
SRV-001826,2025-12-17,4,SP,Preço,14746,Detrator
SRV-001827,2025-01-06,7,SC,Tempo de Entrega,99509,Neutro
SRV-001828,2025-09-17,8,SP,Atendimento,23217,Neutro
SRV-001829,2025-10-26,10,MG,Variedade,73184,Promotor
SRV-001830,2025-12-15,2,PA,Preço,98898,Detrator
SRV-001831,2025-02-11,9,CE,Atendimento,51835,Promotor
SRV-001832,2025-09-16,2,PR,Preço,19133,Detrator
SRV-001833,2025-09-28,2,PA,Variedade,50533,Detrator
SRV-001834,2025-02-16,5,CE,Atendimento,15404,Detrator
SRV-001835,2025-03-26,0,RS,Variedade,43339,Detrator
SRV-001836,2025-06-23,6,AM,Qualidade do Produto,38725,Detrator
SRV-001837,2025-02-27,0,CE,Variedade,84332,Detrator
SRV-001838,2025-07-18,4,BA,Qualidade do Produto,55380,Detrator
SRV-001839,2025-07-28,9,MS,Atendimento,58073,Promotor
SRV-001840,2025-09-05,7,PE,Qualidade do Produto,70873,Neutro
SRV-001841,2025-07-30,3,SC,Atendimento,96900,Detrator
SRV-001842,2025-02-08,4,PA,Atendimento,51341,Detrator
SRV-001843,2025-09-09,3,MT,Tempo de Entrega,11236,Detrator
SRV-001844,2025-05-11,3,PE,Atendimento,77916,Detrator
SRV-001845,2025-10-18,7,BA,Qualidade do Produto,24538,Neutro
SRV-001846,2025-09-07,1,PE,Tempo de Entrega,21971,Detrator
SRV-001847,2025-02-21,0,CE,Tempo de Entrega,93453,Detrator
SRV-001848,2025-01-14,2,ES,Atendimento,48655,Detrator
SRV-001849,2025-06-05,8,PE,Variedade,87022,Neutro
SRV-001850,2025-01-30,3,PA,Variedade,70784,Detrator
SRV-001851,2025-03-31,9,RS,Tempo de Entrega,71289,Promotor
SRV-001852,2025-06-16,4,PR,Atendimento,47410,Detrator
SRV-001853,2025-12-17,1,PR,Variedade,61302,Detrator
SRV-001854,2025-03-10,3,SP,Atendimento,31703,Detrator
SRV-001855,2025-06-12,1,RJ,Atendimento,54191,Detrator
SRV-001856,2025-08-30,1,CE,Tempo de Entrega,64112,Detrator
SRV-001857,2025-02-21,3,MG,Tempo de Entrega,21399,Detrator
SRV-001858,2025-05-22,5,AM,Preço,22685,Detrator
SRV-001859,2025-03-04,6,AM,Variedade,97777,Detrator
SRV-001860,2025-10-19,9,BA,Variedade,14487,Promotor
SRV-001861,2025-04-01,2,SC,Variedade,22018,Detrator
SRV-001862,2025-06-01,2,MS,Qualidade do Produto,40825,Detrator
SRV-001863,2025-06-06,9,CE,Atendimento,17750,Promotor
SRV-001864,2025-11-05,5,MT,Tempo de Entrega,68956,Detrator
SRV-001865,2025-12-31,2,GO,Variedade,60229,Detrator
SRV-001866,2025-05-30,1,PA,Preço,93220,Detrator
SRV-001867,2025-11-24,7,AM,Variedade,53118,Neutro
SRV-001868,2025-09-28,4,PR,Atendimento,69615,Detrator
SRV-001869,2025-03-10,0,GO,Atendimento,89946,Detrator
SRV-001870,2025-04-26,2,SP,Tempo de Entrega,67290,Detrator
SRV-001871,2025-07-11,9,MS,Qualidade do Produto,25105,Promotor
SRV-001872,2025-01-04,7,MT,Tempo de Entrega,28913,Neutro
SRV-001873,2025-03-16,3,MS,Variedade,59515,Detrator
SRV-001874,2025-10-25,6,PE,Preço,57342,Detrator
SRV-001875,2025-08-29,9,MG,Tempo de Entrega,62184,Promotor
SRV-001876,2025-01-30,1,MG,Qualidade do Produto,93247,Detrator
SRV-001877,2025-05-23,6,RJ,Tempo de Entrega,70506,Detrator
SRV-001878,2025-11-22,4,ES,Atendimento,34967,Detrator
SRV-001879,2025-07-02,4,MS,Variedade,46023,Detrator
SRV-001880,2025-01-16,5,RJ,Variedade,64288,Detrator
SRV-001881,2025-04-21,8,GO,Variedade,36622,Neutro
SRV-001882,2025-12-26,5,PE,Variedade,55201,Detrator
SRV-001883,2025-07-20,7,MS,Variedade,85033,Neutro
SRV-001884,2025-04-17,6,CE,Variedade,26350,Detrator
SRV-001885,2025-06-11,8,RS,Preço,64820,Neutro
SRV-001886,2025-10-10,3,BA,Qualidade do Produto,58709,Detrator
SRV-001887,2025-09-26,1,MG,Variedade,98232,Detrator
SRV-001888,2025-06-04,6,SC,Qualidade do Produto,37470,Detrator
SRV-001889,2025-03-14,5,PA,Variedade,40889,Detrator
SRV-001890,2025-07-16,0,CE,Tempo de Entrega,20224,Detrator
SRV-001891,2025-08-31,10,SC,Variedade,15465,Promotor
SRV-001892,2025-03-27,8,GO,Atendimento,92418,Neutro
SRV-001893,2025-10-14,8,SP,Preço,65214,Neutro
SRV-001894,2025-09-16,1,SC,Tempo de Entrega,12944,Detrator
SRV-001895,2025-10-13,2,GO,Tempo de Entrega,34336,Detrator
SRV-001896,2025-05-29,4,AM,Atendimento,48624,Detrator
SRV-001897,2025-12-21,4,MG,Variedade,75206,Detrator
SRV-001898,2025-07-09,0,MT,Preço,54764,Detrator
SRV-001899,2025-08-05,7,MG,Tempo de Entrega,55420,Neutro
SRV-001900,2025-12-21,7,MG,Preço,99758,Neutro
SRV-001901,2025-03-27,3,CE,Tempo de Entrega,75671,Detrator
SRV-001902,2025-08-04,6,MT,Variedade,25773,Detrator
SRV-001903,2025-11-16,10,PA,Tempo de Entrega,36447,Promotor
SRV-001904,2025-04-28,9,MT,Tempo de Entrega,14033,Promotor
SRV-001905,2025-03-28,2,PA,Qualidade do Produto,65852,Detrator
SRV-001906,2025-02-09,5,CE,Variedade,30497,Detrator
SRV-001907,2025-06-10,9,MT,Atendimento,89714,Promotor
SRV-001908,2025-07-10,9,BA,Atendimento,82082,Promotor
SRV-001909,2025-01-25,8,GO,Variedade,83932,Neutro
SRV-001910,2025-06-01,0,PR,Atendimento,30978,Detrator
SRV-001911,2025-04-05,4,ES,Variedade,22882,Detrator
SRV-001912,2025-02-15,3,GO,Atendimento,26945,Detrator
SRV-001913,2025-05-18,7,PE,Qualidade do Produto,97320,Neutro
SRV-001914,2025-10-15,10,PE,Atendimento,66485,Promotor
SRV-001915,2025-12-19,0,SP,Tempo de Entrega,78850,Detrator
SRV-001916,2025-06-13,8,RJ,Variedade,69870,Neutro
SRV-001917,2025-01-16,5,BA,Preço,28595,Detrator
SRV-001918,2025-01-18,3,PR,Preço,94291,Detrator
SRV-001919,2025-05-16,8,RS,Variedade,74038,Neutro
SRV-001920,2025-09-04,10,SP,Qualidade do Produto,66126,Promotor
SRV-001921,2025-09-05,4,MS,Atendimento,45449,Detrator
SRV-001922,2025-11-27,4,CE,Qualidade do Produto,28639,Detrator
SRV-001923,2025-07-17,4,MS,Preço,55370,Detrator
SRV-001924,2025-01-01,0,PR,Variedade,84628,Detrator
SRV-001925,2025-07-09,0,MT,Variedade,81918,Detrator
SRV-001926,2025-10-21,7,MS,Qualidade do Produto,52710,Neutro
SRV-001927,2025-02-14,7,MG,Qualidade do Produto,64051,Neutro
SRV-001928,2025-12-03,5,CE,Atendimento,70639,Detrator
SRV-001929,2025-02-01,10,MS,Tempo de Entrega,13159,Promotor
SRV-001930,2025-04-28,3,MS,Tempo de Entrega,81192,Detrator
SRV-001931,2025-10-23,1,AM,Atendimento,76988,Detrator
SRV-001932,2025-07-03,1,RJ,Tempo de Entrega,28706,Detrator
SRV-001933,2025-07-10,8,RJ,Preço,19862,Neutro
SRV-001934,2025-08-23,4,PE,Tempo de Entrega,20219,Detrator
SRV-001935,2025-08-26,3,GO,Atendimento,99017,Detrator
SRV-001936,2025-08-04,9,ES,Tempo de Entrega,44536,Promotor
SRV-001937,2025-03-15,0,ES,Variedade,81632,Detrator
SRV-001938,2025-04-21,6,RS,Qualidade do Produto,87391,Detrator
SRV-001939,2025-04-13,2,CE,Preço,72886,Detrator
SRV-001940,2025-12-25,5,CE,Variedade,89996,Detrator
SRV-001941,2025-03-15,4,GO,Variedade,43937,Detrator
SRV-001942,2025-09-09,4,RJ,Atendimento,31094,Detrator
SRV-001943,2025-04-24,10,MG,Qualidade do Produto,37924,Promotor
SRV-001944,2025-11-09,4,MG,Qualidade do Produto,93325,Detrator
SRV-001945,2025-11-26,0,SC,Preço,10123,Detrator
SRV-001946,2025-12-05,0,MG,Atendimento,63149,Detrator
SRV-001947,2025-08-26,2,MT,Preço,81445,Detrator
SRV-001948,2025-06-22,9,PR,Tempo de Entrega,41854,Promotor
SRV-001949,2025-03-20,3,ES,Variedade,70796,Detrator
SRV-001950,2025-04-03,4,MG,Preço,79432,Detrator
SRV-001951,2025-02-19,1,BA,Variedade,68968,Detrator
SRV-001952,2025-10-12,7,AM,Atendimento,50834,Neutro
SRV-001953,2025-08-11,10,CE,Tempo de Entrega,27111,Promotor
SRV-001954,2025-03-22,10,MG,Atendimento,82575,Promotor
SRV-001955,2025-09-23,1,SC,Tempo de Entrega,34099,Detrator
SRV-001956,2025-06-04,8,GO,Tempo de Entrega,79206,Neutro
SRV-001957,2025-08-21,1,PA,Variedade,60293,Detrator
SRV-001958,2025-11-12,8,RS,Atendimento,25029,Neutro
SRV-001959,2025-08-24,6,RS,Atendimento,41811,Detrator
SRV-001960,2025-06-08,7,RJ,Preço,25793,Neutro
SRV-001961,2025-11-12,10,AM,Atendimento,58106,Promotor
SRV-001962,2025-09-08,1,MG,Preço,95662,Detrator
SRV-001963,2025-11-10,6,MS,Qualidade do Produto,94764,Detrator
SRV-001964,2025-10-28,5,CE,Qualidade do Produto,94131,Detrator
SRV-001965,2025-10-09,3,CE,Qualidade do Produto,10972,Detrator
SRV-001966,2025-04-12,6,PA,Atendimento,10360,Detrator
SRV-001967,2025-02-20,3,ES,Atendimento,12632,Detrator
SRV-001968,2025-02-21,1,RS,Preço,45958,Detrator
SRV-001969,2025-07-28,9,RJ,Tempo de Entrega,90882,Promotor
SRV-001970,2025-11-03,6,MG,Preço,28008,Detrator
SRV-001971,2025-05-11,7,RS,Qualidade do Produto,87656,Neutro
SRV-001972,2025-09-27,1,RS,Preço,40283,Detrator
SRV-001973,2025-07-24,4,PA,Tempo de Entrega,60908,Detrator
SRV-001974,2025-08-07,0,CE,Atendimento,17818,Detrator
SRV-001975,2025-09-14,6,MG,Preço,80655,Detrator
SRV-001976,2025-07-04,7,MS,Qualidade do Produto,40579,Neutro
SRV-001977,2025-05-25,5,SP,Qualidade do Produto,65178,Detrator
SRV-001978,2025-06-27,4,MS,Atendimento,67584,Detrator
SRV-001979,2025-01-14,5,MG,Preço,75020,Detrator
SRV-001980,2025-09-03,1,PR,Tempo de Entrega,10975,Detrator
SRV-001981,2025-07-06,0,RS,Atendimento,73479,Detrator
SRV-001982,2025-12-03,6,ES,Preço,26265,Detrator
SRV-001983,2025-09-16,6,GO,Variedade,73518,Detrator
SRV-001984,2025-12-20,9,GO,Qualidade do Produto,14318,Promotor
SRV-001985,2025-02-09,10,MT,Tempo de Entrega,45081,Promotor
SRV-001986,2025-03-30,9,MT,Tempo de Entrega,68649,Promotor
SRV-001987,2025-05-05,1,PA,Tempo de Entrega,53069,Detrator
SRV-001988,2025-12-17,1,SP,Qualidade do Produto,88670,Detrator
SRV-001989,2025-01-09,0,SC,Preço,86377,Detrator
SRV-001990,2025-12-16,9,RJ,Atendimento,22427,Promotor
SRV-001991,2025-03-25,7,MS,Preço,50251,Neutro
SRV-001992,2025-01-21,7,MG,Atendimento,35165,Neutro
SRV-001993,2025-10-08,0,ES,Tempo de Entrega,77285,Detrator
SRV-001994,2025-12-24,10,SC,Preço,74927,Promotor
SRV-001995,2025-06-21,7,SC,Tempo de Entrega,83170,Neutro
SRV-001996,2025-01-25,8,RS,Variedade,86150,Neutro
SRV-001997,2025-04-13,3,PR,Tempo de Entrega,34866,Detrator
SRV-001998,2025-07-09,0,RS,Tempo de Entrega,20282,Detrator
SRV-001999,2025-08-24,0,RJ,Atendimento,30319,Detrator
SRV-002000,2025-11-09,2,SP,Variedade,46726,Detrator
SRV-002001,2025-02-06,4,MS,Tempo de Entrega,25412,Detrator
SRV-002002,2025-09-29,4,CE,Tempo de Entrega,83586,Detrator
SRV-002003,2025-10-20,8,BA,Variedade,34583,Neutro
SRV-002004,2025-11-28,9,SP,Variedade,93577,Promotor
SRV-002005,2025-06-01,1,MS,Preço,71922,Detrator
SRV-002006,2025-10-09,1,RJ,Atendimento,16185,Detrator
SRV-002007,2025-01-20,5,MT,Variedade,96348,Detrator
SRV-002008,2025-05-17,8,MS,Variedade,66389,Neutro
SRV-002009,2025-12-25,0,CE,Qualidade do Produto,27423,Detrator
SRV-002010,2025-01-29,8,SC,Variedade,61268,Neutro
SRV-002011,2025-01-31,8,SP,Atendimento,51644,Neutro
SRV-002012,2025-01-19,8,CE,Tempo de Entrega,46786,Neutro
SRV-002013,2025-05-28,4,MG,Tempo de Entrega,85525,Detrator
SRV-002014,2025-10-10,8,RS,Tempo de Entrega,93744,Neutro
SRV-002015,2025-12-16,10,MS,Tempo de Entrega,98590,Promotor
SRV-002016,2025-12-07,3,BA,Qualidade do Produto,40477,Detrator
SRV-002017,2025-10-27,1,ES,Variedade,13571,Detrator
SRV-002018,2025-06-12,5,MS,Tempo de Entrega,29576,Detrator
SRV-002019,2025-04-23,3,MG,Preço,72703,Detrator
SRV-002020,2025-05-30,5,SP,Tempo de Entrega,19680,Detrator
SRV-002021,2025-11-26,2,MS,Variedade,35706,Detrator
SRV-002022,2025-09-12,5,PE,Tempo de Entrega,89854,Detrator
SRV-002023,2025-03-28,1,CE,Qualidade do Produto,96195,Detrator
SRV-002024,2025-12-16,1,SC,Atendimento,74527,Detrator
SRV-002025,2025-04-08,8,SC,Atendimento,80565,Neutro
SRV-002026,2025-05-12,6,PE,Variedade,58436,Detrator
SRV-002027,2025-11-08,2,SP,Atendimento,12774,Detrator
SRV-002028,2025-04-07,10,SC,Atendimento,26972,Promotor
SRV-002029,2025-04-08,0,MS,Preço,24048,Detrator
SRV-002030,2025-10-17,7,PR,Variedade,90225,Neutro
SRV-002031,2025-12-22,5,GO,Variedade,92273,Detrator
SRV-002032,2025-08-15,6,MT,Atendimento,91550,Detrator
SRV-002033,2025-05-25,8,PA,Atendimento,97354,Neutro
SRV-002034,2025-06-05,4,SC,Atendimento,86680,Detrator
SRV-002035,2025-09-27,0,AM,Qualidade do Produto,67602,Detrator
SRV-002036,2025-06-11,9,MT,Tempo de Entrega,76403,Promotor
SRV-002037,2025-04-22,6,BA,Qualidade do Produto,37182,Detrator
SRV-002038,2025-11-27,4,PR,Variedade,89876,Detrator
SRV-002039,2025-07-04,2,RJ,Preço,87373,Detrator
SRV-002040,2025-07-24,8,MS,Tempo de Entrega,57059,Neutro
SRV-002041,2025-04-07,0,MS,Preço,18787,Detrator
SRV-002042,2025-02-24,0,RJ,Variedade,10393,Detrator
SRV-002043,2025-04-27,0,CE,Variedade,71775,Detrator
SRV-002044,2025-04-03,2,PR,Preço,69454,Detrator
SRV-002045,2025-10-20,5,MG,Preço,22056,Detrator
SRV-002046,2025-07-23,9,CE,Preço,71483,Promotor
SRV-002047,2025-10-09,10,MG,Variedade,54957,Promotor
SRV-002048,2025-07-08,2,BA,Atendimento,38429,Detrator
SRV-002049,2025-11-19,7,RS,Preço,55909,Neutro
SRV-002050,2025-03-25,9,SP,Tempo de Entrega,62906,Promotor
SRV-002051,2025-06-29,1,MS,Variedade,96290,Detrator
SRV-002052,2025-10-01,8,GO,Qualidade do Produto,54389,Neutro
SRV-002053,2025-06-30,2,MS,Qualidade do Produto,30905,Detrator
SRV-002054,2025-06-30,4,PR,Tempo de Entrega,99619,Detrator
SRV-002055,2025-10-10,9,PE,Atendimento,63730,Promotor
SRV-002056,2025-10-14,7,ES,Preço,67557,Neutro
SRV-002057,2025-04-16,1,SP,Variedade,96113,Detrator
SRV-002058,2025-05-09,5,BA,Preço,76199,Detrator
SRV-002059,2025-09-19,4,PR,Variedade,57301,Detrator
SRV-002060,2025-01-11,9,RJ,Qualidade do Produto,94752,Promotor
SRV-002061,2025-06-11,8,PA,Preço,57259,Neutro
SRV-002062,2025-06-30,4,MS,Tempo de Entrega,84801,Detrator
SRV-002063,2025-08-01,1,SP,Atendimento,14574,Detrator
SRV-002064,2025-10-01,4,AM,Tempo de Entrega,98291,Detrator
SRV-002065,2025-01-21,3,MS,Atendimento,66776,Detrator
SRV-002066,2025-10-02,10,MS,Preço,98212,Promotor
SRV-002067,2025-09-17,6,MS,Preço,97097,Detrator
SRV-002068,2025-11-29,5,MG,Atendimento,34737,Detrator
SRV-002069,2025-04-26,1,PE,Qualidade do Produto,33390,Detrator
SRV-002070,2025-01-25,10,SP,Variedade,62330,Promotor
SRV-002071,2025-11-29,10,ES,Tempo de Entrega,81082,Promotor
SRV-002072,2025-09-11,4,BA,Tempo de Entrega,63642,Detrator
SRV-002073,2025-07-30,6,BA,Tempo de Entrega,31280,Detrator
SRV-002074,2025-11-01,10,CE,Preço,31037,Promotor
SRV-002075,2025-11-17,6,MS,Tempo de Entrega,50576,Detrator
SRV-002076,2025-12-05,4,MT,Variedade,38564,Detrator
SRV-002077,2025-09-14,8,GO,Variedade,95439,Neutro
SRV-002078,2025-06-17,3,MT,Atendimento,99928,Detrator
SRV-002079,2025-12-03,10,BA,Preço,38087,Promotor
SRV-002080,2025-01-21,2,CE,Variedade,97829,Detrator
SRV-002081,2025-03-27,3,BA,Qualidade do Produto,86213,Detrator
SRV-002082,2025-01-15,4,ES,Preço,22803,Detrator
SRV-002083,2025-02-19,5,BA,Preço,56002,Detrator
SRV-002084,2025-10-31,2,PE,Variedade,76761,Detrator
SRV-002085,2025-11-01,1,RS,Qualidade do Produto,81310,Detrator
SRV-002086,2025-07-15,3,AM,Atendimento,88579,Detrator
SRV-002087,2025-12-30,4,MS,Variedade,26163,Detrator
SRV-002088,2025-10-28,3,RJ,Qualidade do Produto,78380,Detrator
SRV-002089,2025-10-15,10,PE,Preço,82883,Promotor
SRV-002090,2025-09-02,2,MT,Qualidade do Produto,61885,Detrator
SRV-002091,2025-12-19,7,BA,Preço,96340,Neutro
SRV-002092,2025-07-20,9,GO,Variedade,46764,Promotor
SRV-002093,2025-07-12,3,PR,Variedade,72126,Detrator
SRV-002094,2025-12-02,1,PA,Tempo de Entrega,77224,Detrator
SRV-002095,2025-05-26,1,MS,Tempo de Entrega,57055,Detrator
SRV-002096,2025-11-06,0,MG,Tempo de Entrega,61599,Detrator
SRV-002097,2025-05-07,3,RS,Variedade,92787,Detrator
SRV-002098,2025-06-24,9,AM,Atendimento,88040,Promotor
SRV-002099,2025-05-14,8,AM,Variedade,49720,Neutro
SRV-002100,2025-03-07,10,PA,Qualidade do Produto,54484,Promotor
SRV-002101,2025-12-31,6,RJ,Variedade,48852,Detrator
SRV-002102,2025-10-06,9,GO,Variedade,23219,Promotor
SRV-002103,2025-09-03,6,MG,Preço,58865,Detrator
SRV-002104,2025-12-29,6,MS,Preço,64457,Detrator
SRV-002105,2025-08-25,7,PE,Preço,46817,Neutro
SRV-002106,2025-06-20,0,ES,Variedade,78993,Detrator
SRV-002107,2025-02-20,9,ES,Atendimento,62380,Promotor
SRV-002108,2025-11-24,9,MG,Qualidade do Produto,60400,Promotor
SRV-002109,2025-12-25,7,PR,Qualidade do Produto,46258,Neutro
SRV-002110,2025-06-02,3,MG,Atendimento,91006,Detrator
SRV-002111,2025-03-21,3,PE,Atendimento,58957,Detrator
SRV-002112,2025-05-25,3,PA,Qualidade do Produto,28281,Detrator
SRV-002113,2025-10-01,5,MG,Tempo de Entrega,87264,Detrator
SRV-002114,2025-06-04,6,RJ,Preço,61331,Detrator
SRV-002115,2025-12-03,5,MS,Preço,55680,Detrator
SRV-002116,2025-12-29,0,PR,Qualidade do Produto,48723,Detrator
SRV-002117,2025-11-21,7,SC,Atendimento,20162,Neutro
SRV-002118,2025-12-02,9,SP,Tempo de Entrega,61095,Promotor
SRV-002119,2025-05-23,10,AM,Qualidade do Produto,21338,Promotor
SRV-002120,2025-10-25,6,MS,Preço,97832,Detrator
SRV-002121,2025-02-03,5,MT,Variedade,21675,Detrator
SRV-002122,2025-10-31,5,SC,Atendimento,99606,Detrator
SRV-002123,2025-08-27,4,CE,Variedade,30080,Detrator
SRV-002124,2025-05-18,5,MG,Qualidade do Produto,23936,Detrator
SRV-002125,2025-09-11,8,ES,Preço,20019,Neutro
SRV-002126,2025-01-05,9,SC,Tempo de Entrega,77282,Promotor
SRV-002127,2025-06-25,8,BA,Variedade,59681,Neutro
SRV-002128,2025-08-02,9,PA,Tempo de Entrega,98304,Promotor
SRV-002129,2025-12-30,7,PE,Preço,83861,Neutro
SRV-002130,2025-01-23,9,SC,Variedade,14486,Promotor
SRV-002131,2025-11-14,8,RS,Tempo de Entrega,92021,Neutro
SRV-002132,2025-01-13,9,PA,Tempo de Entrega,89864,Promotor
SRV-002133,2025-08-29,7,AM,Variedade,29112,Neutro
SRV-002134,2025-10-03,7,PR,Preço,61697,Neutro
SRV-002135,2025-04-02,0,AM,Tempo de Entrega,65998,Detrator
SRV-002136,2025-04-18,9,MS,Qualidade do Produto,36576,Promotor
SRV-002137,2025-08-17,10,PA,Variedade,60100,Promotor
SRV-002138,2025-06-01,4,PE,Atendimento,91238,Detrator
SRV-002139,2025-04-18,3,ES,Atendimento,31320,Detrator
SRV-002140,2025-10-16,1,CE,Preço,93973,Detrator
SRV-002141,2025-06-25,7,MT,Qualidade do Produto,75729,Neutro
SRV-002142,2025-11-16,2,SC,Tempo de Entrega,94879,Detrator
SRV-002143,2025-10-13,3,PR,Atendimento,39144,Detrator
SRV-002144,2025-12-30,6,SP,Preço,67326,Detrator
SRV-002145,2025-11-25,9,PR,Qualidade do Produto,87148,Promotor
SRV-002146,2025-12-31,8,GO,Qualidade do Produto,29307,Neutro
SRV-002147,2025-08-29,1,PR,Preço,70598,Detrator
SRV-002148,2025-05-25,2,AM,Preço,29623,Detrator
SRV-002149,2025-12-22,3,PE,Tempo de Entrega,30249,Detrator
SRV-002150,2025-01-14,9,SP,Preço,83765,Promotor
SRV-002151,2025-10-02,0,PA,Tempo de Entrega,82131,Detrator
SRV-002152,2025-03-12,6,PR,Tempo de Entrega,48377,Detrator
SRV-002153,2025-11-11,1,PA,Variedade,62365,Detrator
SRV-002154,2025-07-14,4,RS,Qualidade do Produto,44551,Detrator
SRV-002155,2025-12-19,0,MT,Qualidade do Produto,52926,Detrator
SRV-002156,2025-10-27,2,SC,Qualidade do Produto,97750,Detrator
SRV-002157,2025-01-11,1,SC,Variedade,48599,Detrator
SRV-002158,2025-04-16,0,MS,Tempo de Entrega,32593,Detrator
SRV-002159,2025-09-15,6,RS,Tempo de Entrega,70334,Detrator
SRV-002160,2025-07-15,4,SC,Preço,69893,Detrator
SRV-002161,2025-05-25,0,PR,Variedade,52636,Detrator
SRV-002162,2025-08-08,5,CE,Preço,79225,Detrator
SRV-002163,2025-12-16,4,PR,Variedade,50363,Detrator
SRV-002164,2025-06-23,2,PE,Preço,65959,Detrator
SRV-002165,2025-08-04,6,AM,Atendimento,90223,Detrator
SRV-002166,2025-04-03,10,BA,Qualidade do Produto,95917,Promotor
SRV-002167,2025-09-17,9,AM,Qualidade do Produto,99125,Promotor
SRV-002168,2025-03-04,8,MS,Tempo de Entrega,11120,Neutro
SRV-002169,2025-01-29,8,PA,Atendimento,26491,Neutro
SRV-002170,2025-10-02,8,CE,Qualidade do Produto,53638,Neutro
SRV-002171,2025-12-13,1,AM,Tempo de Entrega,49062,Detrator
SRV-002172,2025-10-12,2,ES,Atendimento,15193,Detrator
SRV-002173,2025-03-11,6,ES,Qualidade do Produto,99144,Detrator
SRV-002174,2025-10-06,4,CE,Preço,25213,Detrator
SRV-002175,2025-08-19,1,PR,Variedade,89766,Detrator
SRV-002176,2025-10-29,2,GO,Atendimento,93959,Detrator
SRV-002177,2025-09-12,9,GO,Tempo de Entrega,27187,Promotor
SRV-002178,2025-06-21,5,MG,Atendimento,20040,Detrator
SRV-002179,2025-06-29,6,PA,Tempo de Entrega,76302,Detrator
SRV-002180,2025-09-21,8,BA,Atendimento,39949,Neutro
SRV-002181,2025-07-02,0,RS,Tempo de Entrega,13527,Detrator
SRV-002182,2025-11-18,10,PR,Qualidade do Produto,86557,Promotor
SRV-002183,2025-07-24,6,CE,Preço,93408,Detrator
SRV-002184,2025-09-06,7,MG,Qualidade do Produto,87294,Neutro
