ID_Pedido,Data_Venda,ID_Produto,Quantidade,Faturamento_Bruto,Custo_Total,Regiao,Estado,Forma_Pagamento,Comissao_Percentual,ID_Sist_Antigo
PED-004215,2025-11-30,PROD-123,1,40.02,22.01,Sudeste,MG,Cartão de Crédito,0.05,91058
PED-004216,2025-02-24,PROD-133,2,444.11,346.41,Centro-Oeste,MT,Pix,0.05,29843
PED-004217,2025-05-28,PROD-105,3,486.79,379.7,Centro-Oeste,MS,Pix,0.02,31457
PED-004218,2025-08-18,PROD-126,2,99.19,54.55,Sudeste,RJ,Boleto,0.05,88998
PED-004219,2025-09-11,PROD-130,1,201.12,156.87,Sudeste,RJ,Pix,0.05,10443
PED-004220,2025-09-23,PROD-109,2,178.67,98.27,Sudeste,MG,Cartão de Débito,0.05,34235
PED-004221,2025-05-04,PROD-122,1,64.13,35.27,Sul,SC,Cartão de Débito,0.05,30954
PED-004222,2025-01-09,PROD-133,2,480.82,375.04,Nordeste,PE,Cartão de Crédito,0.05,91393
PED-004223,2025-04-05,PROD-124,3,93.6,51.48,Sul,RS,Boleto,0.02,30966
PED-004224,2025-04-30,PROD-104,3,580.95,453.14,Sudeste,SP,Pix,0.02,89035
PED-004225,2025-08-21,PROD-133,2,328.77,256.44,Nordeste,CE,Pix,0.05,17755
PED-004226,2025-01-09,PROD-104,3,660.49,515.18,Sul,SC,Cartão de Crédito,0.05,65049
PED-004227,2025-12-09,PROD-121,5,258.43,142.14,Sudeste,RJ,Boleto,0.02,69439
PED-004228,2025-04-10,PROD-104,1,247.4,192.97,Sudeste,SP,Pix,0.05,93133
PED-004229,2025-12-25,PROD-119,4,222.41,122.33,Sudeste,MG,Pix,0.05,79034
PED-004230,2025-09-21,PROD-102,2,305.52,238.31,Sudeste,RJ,Cartão de Crédito,0.02,91156
PED-004231,2025-12-23,PROD-108,7,529.0,290.95,Sudeste,SP,Boleto,0.02,23310
PED-004232,2025-06-23,PROD-100,3,690.83,538.85,Norte,AM,Boleto,0.02,24537
PED-004233,2025-01-20,PROD-113,1,83.72,46.05,Centro-Oeste,MT,Cartão de Crédito,0.02,12169
PED-004234,2025-06-08,PROD-117,1,44.1,24.26,Sudeste,SP,Pix,0.02,87147
PED-004235,2025-03-13,PROD-111,3,102.38,56.31,Centro-Oeste,GO,Boleto,0.02,51666
PED-004236,2025-05-29,PROD-132,1,211.19,164.73,Norte,PA,Boleto,0.05,65553
PED-004237,2025-06-15,PROD-118,1,75.25,41.39,Sul,PR,Boleto,0.05,69753
PED-004238,2025-08-07,PROD-125,1,52.03,28.62,Sudeste,MG,Cartão de Débito,0.02,49113
PED-004239,2025-08-15,PROD-103,1,175.95,137.24,Sul,SC,Boleto,0.02,68697
PED-004240,2025-08-13,PROD-131,1,181.98,141.94,Sudeste,MG,Pix,0.05,74009
PED-004241,2025-05-09,PROD-128,2,85.65,47.11,Centro-Oeste,MS,Boleto,0.02,83637
PED-004242,2025-03-22,PROD-133,2,379.75,296.2,Sul,PR,Boleto,0.02,24480
PED-004243,2025-01-04,PROD-101,2,331.78,258.79,Sul,SC,Pix,0.05,39107
PED-004244,2025-03-01,PROD-105,2,318.79,248.66,Centro-Oeste,MS,Boleto,0.05,74965
PED-004245,2025-04-26,PROD-102,3,453.51,353.74,Nordeste,BA,Cartão de Crédito,0.05,36889
PED-004246,2025-10-29,PROD-111,1,79.53,43.74,Norte,AM,Boleto,0.05,46088
PED-004247,2025-09-10,PROD-104,2,418.34,326.31,Sudeste,RJ,Cartão de Débito,0.02,43741
PED-004248,2025-09-12,PROD-134,3,548.02,427.46,Sudeste,MG,Cartão de Crédito,0.05,13443
PED-004249,2025-10-25,PROD-127,3,239.58,131.77,Sul,PR,Cartão de Crédito,0.02,89054
PED-004250,2025-06-05,PROD-135,2,339.03,264.44,Centro-Oeste,MT,Pix,0.02,38753
PED-004251,2025-01-28,PROD-122,1,36.48,20.06,Sudeste,SP,Cartão de Crédito,0.02,42961
PED-004252,2025-09-15,PROD-135,1,245.76,191.69,Sudeste,RJ,Pix,0.02,71012
PED-004253,2025-07-04,PROD-132,2,405.65,316.41,Centro-Oeste,MS,Cartão de Débito,0.05,20428
PED-004254,2025-12-15,PROD-101,3,662.44,516.7,Sul,RS,Cartão de Crédito,0.05,98392
PED-004255,2025-08-28,PROD-104,2,346.72,270.44,Nordeste,BA,Cartão de Crédito,0.02,87267
PED-004256,2025-08-10,PROD-114,2,154.08,84.74,Centro-Oeste,MS,Cartão de Débito,0.02,97474
PED-004257,2025-02-05,PROD-122,2,141.21,77.67,Norte,AM,Boleto,0.02,33249
PED-004258,2025-09-11,PROD-104,3,519.69,405.36,Sul,PR,Boleto,0.02,47834
PED-004259,2025-07-09,PROD-115,1,55.11,30.31,Sudeste,MG,Cartão de Débito,0.05,66929
PED-004260,2025-05-23,PROD-133,3,541.56,422.42,Sudeste,RJ,Cartão de Crédito,0.02,77881
PED-004261,2025-04-22,PROD-134,1,223.95,174.68,Sul,SC,Cartão de Débito,0.02,59430
PED-004262,2025-08-16,PROD-114,3,207.73,114.25,Sudeste,SP,Cartão de Débito,0.05,65782
PED-004263,2025-09-17,PROD-125,3,124.53,68.49,Sudeste,SP,Cartão de Débito,0.05,28854
PED-004264,2025-05-28,PROD-111,2,153.11,84.21,Sudeste,MG,Pix,0.05,38737
PED-004265,2025-10-01,PROD-105,1,186.16,145.2,Nordeste,CE,Cartão de Débito,0.02,69489
PED-004266,2025-08-15,PROD-131,1,163.21,127.3,Sudeste,SP,Boleto,0.05,31185
PED-004267,2025-06-06,PROD-114,2,133.04,73.17,Norte,AM,Pix,0.02,92037
PED-004268,2025-11-23,PROD-130,3,746.28,582.1,Sudeste,RJ,Pix,0.05,46382
PED-004269,2025-03-08,PROD-132,3,747.88,583.35,Sudeste,MG,Boleto,0.05,63303
PED-004270,2025-08-02,PROD-112,3,256.86,141.27,Sudeste,RJ,Cartão de Débito,0.05,86719
PED-004271,2025-05-15,PROD-102,2,494.75,385.91,Sul,PR,Pix,0.02,53147
PED-004272,2025-05-05,PROD-109,1,61.49,33.82,Sul,PR,Pix,0.05,59127
PED-004273,2025-05-29,PROD-120,3,102.87,56.58,Centro-Oeste,GO,Cartão de Débito,0.02,85131
PED-004274,2025-07-08,PROD-123,1,45.42,24.98,Sudeste,MG,Pix,0.02,55081
PED-004275,2025-04-22,PROD-110,2,120.2,66.11,Sudeste,MG,Cartão de Crédito,0.02,54752
PED-004276,2025-12-25,PROD-112,2,88.61,48.74,Centro-Oeste,GO,Boleto,0.05,66763
PED-004277,2025-02-11,PROD-105,1,187.7,146.41,Centro-Oeste,MT,Boleto,0.02,83291
PED-004278,2025-10-02,PROD-128,2,150.95,83.02,Sudeste,SP,Cartão de Débito,0.02,52983
PED-004279,2025-01-13,PROD-107,2,112.76,62.02,Sudeste,RJ,Cartão de Crédito,0.02,68095
PED-004280,2025-11-28,PROD-127,1,73.8,40.59,Norte,AM,Cartão de Crédito,0.05,44843
PED-004281,2025-03-26,PROD-105,1,210.86,164.47,Nordeste,CE,Cartão de Crédito,0.02,57369
PED-004282,2025-08-28,PROD-135,1,240.09,187.27,Sudeste,SP,Pix,0.05,62871
PED-004283,2025-06-14,PROD-123,1,66.69,36.68,Sudeste,SP,Pix,0.05,28803
PED-004284,2025-12-14,PROD-123,4,261.55,143.85,Nordeste,BA,Cartão de Débito,0.02,53113
PED-004285,2025-10-09,PROD-102,1,172.58,134.61,Nordeste,BA,Cartão de Débito,0.02,14949
PED-004286,2025-10-29,PROD-134,3,598.66,466.95,Norte,PA,Pix,0.02,33052
PED-004287,2025-07-26,PROD-132,2,347.79,271.28,Sul,RS,Boleto,0.05,15224
PED-004288,2025-08-08,PROD-118,2,145.22,79.87,Sudeste,MG,Cartão de Débito,0.05,79037
PED-004289,2025-03-06,PROD-114,1,39.38,21.66,Sul,PR,Pix,0.02,66527
PED-004290,2025-04-13,PROD-135,2,439.06,342.47,Centro-Oeste,MT,Cartão de Débito,0.05,72906
PED-004291,2025-10-15,PROD-121,3,213.23,117.28,Sudeste,MG,Cartão de Débito,0.05,25437
PED-004292,2025-06-29,PROD-103,1,230.88,180.09,Sudeste,MG,Cartão de Crédito,0.05,76820
PED-004293,2025-06-03,PROD-107,2,103.98,57.19,Centro-Oeste,MS,Pix,0.02,25971
PED-004294,2025-01-05,PROD-113,2,83.18,45.75,Nordeste,BA,Cartão de Crédito,0.05,36140
PED-004295,2025-05-17,PROD-135,1,231.15,180.3,Norte,PA,Boleto,0.05,22805
PED-004296,2025-09-10,PROD-129,3,173.04,95.17,Centro-Oeste,MS,Boleto,0.05,36947
PED-004297,2025-10-05,PROD-115,3,131.81,72.5,Centro-Oeste,MS,Cartão de Crédito,0.02,28840
PED-004298,2025-02-06,PROD-130,2,380.68,296.93,Sul,RS,Pix,0.05,65573
PED-004299,2025-08-25,PROD-119,3,121.43,66.79,Centro-Oeste,MT,Cartão de Débito,0.02,99268
PED-004300,2025-08-15,PROD-103,2,328.28,256.06,Norte,AM,Cartão de Débito,0.02,42441
PED-004301,2025-09-26,PROD-134,2,408.57,318.68,Centro-Oeste,MT,Cartão de Débito,0.05,21214
PED-004302,2025-08-26,PROD-105,3,669.26,522.02,Sudeste,MG,Pix,0.05,50902
PED-004303,2025-02-28,PROD-114,2,110.82,60.95,Centro-Oeste,GO,Cartão de Débito,0.05,75262
PED-004304,2025-02-23,PROD-112,2,151.3,83.22,Sudeste,RJ,Cartão de Débito,0.05,15682
PED-004305,2025-03-26,PROD-100,1,163.42,127.47,Sudeste,SP,Boleto,0.02,82620
PED-004306,2025-04-13,PROD-135,1,187.28,146.08,Centro-Oeste,GO,Cartão de Débito,0.05,46207
PED-004307,2025-04-10,PROD-110,1,65.4,35.97,Sudeste,MG,Cartão de Crédito,0.02,87977
PED-004308,2025-07-08,PROD-112,3,111.97,61.58,Sudeste,RJ,Pix,0.05,20072
PED-004309,2025-09-29,PROD-123,1,39.13,21.52,Sul,SC,Pix,0.02,41619
PED-004310,2025-03-07,PROD-130,2,316.65,246.99,Norte,AM,Boleto,0.02,56075
PED-004311,2025-08-14,PROD-128,1,69.93,38.46,Sudeste,MG,Cartão de Débito,0.05,46877
PED-004312,2025-09-04,PROD-113,1,72.44,39.84,Sul,RS,Cartão de Crédito,0.02,69687
PED-004313,2025-12-01,PROD-106,3,146.38,80.51,Sul,RS,Boleto,0.05,85822
PED-004314,2025-10-17,PROD-123,3,114.08,62.74,Sudeste,RJ,Cartão de Débito,0.05,50702
PED-004315,2025-10-27,PROD-126,1,33.34,18.34,Centro-Oeste,GO,Pix,0.05,94277
PED-004316,2025-11-06,PROD-106,3,261.31,143.72,Sul,SC,Cartão de Crédito,0.02,25060
PED-004317,2025-06-02,PROD-127,2,82.02,45.11,Nordeste,CE,Cartão de Crédito,0.02,44126
PED-004318,2025-07-13,PROD-115,2,111.67,61.42,Sudeste,RJ,Cartão de Crédito,0.05,30909
PED-004319,2025-09-30,PROD-114,1,51.72,28.45,Nordeste,CE,Pix,0.02,87934
PED-004320,2025-02-28,PROD-126,2,102.19,56.2,Nordeste,CE,Boleto,0.05,18541
PED-004321,2025-09-08,PROD-121,3,205.79,113.18,Sudeste,SP,Cartão de Crédito,0.02,72759
PED-004322,2025-02-03,PROD-114,2,149.85,82.42,Sudeste,RJ,Cartão de Crédito,0.05,98262
PED-004323,2025-06-12,PROD-123,1,60.92,33.51,Sudeste,RJ,Cartão de Crédito,0.02,26466
PED-004324,2025-03-02,PROD-120,2,114.43,62.94,Sudeste,SP,Cartão de Débito,0.02,25188
PED-004325,2025-12-01,PROD-123,6,498.86,274.37,Norte,AM,Boleto,0.02,61408
PED-004326,2025-01-31,PROD-127,2,73.11,40.21,Sudeste,MG,Cartão de Crédito,0.02,93216
PED-004327,2025-11-12,PROD-132,2,450.73,351.57,Sul,SC,Pix,0.05,99236
PED-004328,2025-12-03,PROD-127,2,126.89,69.79,Sudeste,RJ,Cartão de Débito,0.02,88045
PED-004329,2025-06-26,PROD-106,1,49.15,27.03,Sudeste,SP,Boleto,0.05,34281
PED-004330,2025-03-19,PROD-111,1,36.48,20.06,Sul,PR,Boleto,0.05,14178
PED-004331,2025-07-12,PROD-105,1,176.15,137.4,Sudeste,SP,Cartão de Crédito,0.02,81452
PED-004332,2025-12-25,PROD-131,1,157.99,123.23,Sul,RS,Pix,0.02,10899
PED-004333,2025-03-05,PROD-122,1,46.8,25.74,Sudeste,SP,Pix,0.05,50508
PED-004334,2025-01-12,PROD-120,3,154.98,85.24,Sudeste,RJ,Boleto,0.05,89302
PED-004335,2025-10-12,PROD-120,1,75.98,41.79,Sudeste,SP,Boleto,0.05,62848
PED-004336,2025-02-15,PROD-107,2,60.19,33.1,Sudeste,MG,Pix,0.02,91017
PED-004337,2025-06-18,PROD-111,2,130.46,71.75,Sudeste,MG,Boleto,0.02,18652
PED-004338,2025-11-13,PROD-113,3,150.34,82.69,Sudeste,RJ,Cartão de Crédito,0.02,82799
PED-004339,2025-06-27,PROD-108,1,56.45,31.05,Centro-Oeste,GO,Pix,0.05,80504
PED-004340,2025-04-19,PROD-103,1,227.38,177.36,Sudeste,MG,Cartão de Débito,0.02,36617
PED-004341,2025-04-06,PROD-133,1,162.95,127.1,Centro-Oeste,MT,Pix,0.05,85806
PED-004342,2025-07-23,PROD-114,2,141.51,77.83,Nordeste,PE,Cartão de Crédito,0.02,78459
PED-004343,2025-05-01,PROD-122,3,102.46,56.35,Centro-Oeste,MT,Boleto,0.02,54291
PED-004344,2025-02-28,PROD-106,1,54.96,30.23,Sudeste,MG,Pix,0.02,52886
PED-004345,2025-09-09,PROD-106,3,162.19,89.2,Sul,SC,Cartão de Crédito,0.02,84928
PED-004346,2025-12-13,PROD-124,3,160.59,88.32,Sudeste,RJ,Cartão de Crédito,0.05,22924
PED-004347,2025-08-03,PROD-127,2,92.9,51.1,Centro-Oeste,MT,Cartão de Débito,0.05,26664
PED-004348,2025-03-05,PROD-113,1,64.28,35.35,Sudeste,SP,Cartão de Crédito,0.05,44934
PED-004349,2025-07-06,PROD-100,3,514.77,401.52,Sudeste,RJ,Pix,0.05,56064
PED-004350,2025-02-23,PROD-135,2,321.74,250.96,Sudeste,RJ,Cartão de Débito,0.05,16958
PED-004351,2025-06-10,PROD-122,2,165.11,90.81,Sudeste,MG,Boleto,0.02,10296
PED-004352,2025-01-31,PROD-117,2,155.21,85.37,Centro-Oeste,MT,Cartão de Crédito,0.05,41099
PED-004353,2025-09-14,PROD-115,1,73.23,40.28,Sudeste,SP,Cartão de Crédito,0.05,32141
PED-004354,2025-04-18,PROD-114,3,208.0,114.4,Norte,AM,Boleto,0.05,54770
PED-004355,2025-01-19,PROD-129,2,76.18,41.9,Norte,PA,Cartão de Débito,0.05,14117
PED-004356,2025-06-14,PROD-107,2,129.47,71.21,Sudeste,RJ,Cartão de Crédito,0.05,76332
PED-004357,2025-12-15,PROD-121,6,307.09,168.9,Sudeste,RJ,Boleto,0.05,92418
PED-004358,2025-07-06,PROD-135,1,234.79,183.14,Sudeste,SP,Pix,0.05,15364
PED-004359,2025-08-30,PROD-123,2,171.09,94.1,Sudeste,RJ,Boleto,0.05,68251
PED-004360,2025-07-17,PROD-110,3,213.63,117.5,Sudeste,MG,Pix,0.02,26847
PED-004361,2025-10-14,PROD-106,3,124.31,68.37,Sudeste,SP,Cartão de Crédito,0.02,88391
PED-004362,2025-03-18,PROD-100,1,238.58,186.09,Sudeste,RJ,Cartão de Débito,0.02,81449
PED-004363,2025-08-17,PROD-109,1,65.48,36.01,Nordeste,BA,Cartão de Crédito,0.02,13979
PED-004364,2025-01-23,PROD-123,1,62.77,34.52,Sul,RS,Cartão de Débito,0.05,89796
PED-004365,2025-11-09,PROD-128,2,65.1,35.8,Sudeste,MG,Cartão de Crédito,0.05,41953
PED-004366,2025-10-14,PROD-110,1,67.53,37.14,Sudeste,RJ,Cartão de Débito,0.02,42601
PED-004367,2025-08-29,PROD-109,2,81.85,45.02,Sudeste,RJ,Boleto,0.02,51239
PED-004368,2025-11-21,PROD-107,2,77.99,42.89,Sudeste,SP,Cartão de Débito,0.02,28740
PED-004369,2025-12-09,PROD-111,4,344.87,189.68,Sudeste,RJ,Boleto,0.02,45482
PED-004370,2025-08-18,PROD-122,3,147.66,81.21,Nordeste,CE,Cartão de Débito,0.02,23285
PED-004371,2025-01-01,PROD-133,3,562.23,438.54,Sudeste,RJ,Pix,0.02,85507
PED-004372,2025-07-30,PROD-127,1,87.15,47.93,Sudeste,SP,Cartão de Débito,0.05,89558
PED-004373,2025-03-09,PROD-122,3,166.65,91.66,Sudeste,SP,Pix,0.02,30616
PED-004374,2025-05-12,PROD-105,3,596.4,465.19,Sudeste,RJ,Cartão de Débito,0.05,79023
PED-004375,2025-06-02,PROD-131,2,467.39,364.56,Nordeste,BA,Boleto,0.05,52771
PED-004376,2025-09-02,PROD-118,3,124.62,68.54,Sudeste,MG,Cartão de Débito,0.02,96934
PED-004377,2025-02-05,PROD-101,2,365.39,285.0,Centro-Oeste,GO,Pix,0.02,47161
PED-004378,2025-12-15,PROD-121,6,258.5,142.18,Sudeste,RJ,Pix,0.05,48433
PED-004379,2025-05-23,PROD-134,3,485.9,379.0,Sudeste,SP,Pix,0.02,26272
PED-004380,2025-08-20,PROD-120,3,208.88,114.88,Centro-Oeste,MS,Cartão de Débito,0.02,59511
PED-004381,2025-12-26,PROD-132,1,242.69,189.3,Sudeste,MG,Pix,0.02,77833
PED-004382,2025-08-19,PROD-129,2,98.09,53.95,Centro-Oeste,MS,Cartão de Débito,0.05,43040
PED-004383,2025-01-26,PROD-124,3,172.68,94.97,Sudeste,RJ,Cartão de Débito,0.05,26154
PED-004384,2025-06-04,PROD-115,2,70.82,38.95,Sudeste,MG,Pix,0.05,83984
PED-004385,2025-01-30,PROD-106,2,126.6,69.63,Sudeste,MG,Cartão de Crédito,0.02,32567
PED-004386,2025-03-10,PROD-107,1,66.28,36.45,Sudeste,MG,Boleto,0.05,76155
PED-004387,2025-05-28,PROD-126,2,66.41,36.53,Centro-Oeste,MS,Pix,0.05,70922
PED-004388,2025-04-07,PROD-112,1,54.29,29.86,Nordeste,CE,Boleto,0.02,45607
PED-004389,2025-05-05,PROD-112,3,217.19,119.45,Sudeste,MG,Pix,0.02,76562
PED-004390,2025-02-15,PROD-127,2,99.12,54.52,Sudeste,SP,Boleto,0.05,70930
PED-004391,2025-05-10,PROD-128,1,55.95,30.77,Nordeste,BA,Pix,0.05,64826
PED-004392,2025-03-26,PROD-123,2,141.09,77.6,Sudeste,SP,Boleto,0.02,74005
PED-004393,2025-12-04,PROD-123,3,243.88,134.13,Sudeste,RJ,Boleto,0.05,59957
PED-004394,2025-04-16,PROD-116,2,93.68,51.52,Sudeste,SP,Boleto,0.05,63510
PED-004395,2025-05-29,PROD-109,2,79.05,43.48,Sul,RS,Cartão de Crédito,0.05,16349
PED-004396,2025-12-03,PROD-133,2,464.89,362.61,Sudeste,SP,Cartão de Débito,0.05,48513
PED-004397,2025-12-14,PROD-108,4,271.73,149.45,Centro-Oeste,GO,Cartão de Débito,0.02,96081
PED-004398,2025-04-05,PROD-118,1,68.83,37.86,Sudeste,MG,Pix,0.02,56252
PED-004399,2025-05-09,PROD-124,2,172.6,94.93,Nordeste,CE,Cartão de Crédito,0.05,17188
PED-004400,2025-07-20,PROD-132,1,228.78,178.45,Centro-Oeste,MT,Boleto,0.05,99011
PED-004401,2025-06-29,PROD-113,2,90.93,50.01,Sudeste,MG,Cartão de Crédito,0.02,69317
PED-004402,2025-12-09,PROD-132,3,469.36,366.1,Nordeste,BA,Boleto,0.05,27517
PED-004403,2025-01-15,PROD-100,1,215.34,167.97,Sudeste,RJ,Cartão de Débito,0.05,76004
PED-004404,2025-11-22,PROD-118,2,85.09,46.8,Sul,SC,Pix,0.05,25375
PED-004405,2025-09-27,PROD-127,1,51.67,28.42,Sudeste,SP,Pix,0.02,85767
PED-004406,2025-04-05,PROD-102,1,172.41,134.48,Sudeste,SP,Pix,0.02,44999
PED-004407,2025-06-17,PROD-129,2,63.79,35.08,Sudeste,SP,Boleto,0.02,93462
PED-004408,2025-11-07,PROD-117,3,201.75,110.96,Sul,RS,Cartão de Crédito,0.02,27593
PED-004409,2025-07-17,PROD-131,3,673.65,525.45,Nordeste,BA,Pix,0.02,99619
PED-004410,2025-08-15,PROD-110,2,82.89,45.59,Sudeste,RJ,Cartão de Débito,0.02,37508
PED-004411,2025-10-27,PROD-103,1,176.57,137.72,Norte,PA,Cartão de Débito,0.05,65003
PED-004412,2025-06-24,PROD-113,2,70.02,38.51,Sudeste,RJ,Pix,0.05,67103
PED-004413,2025-12-05,PROD-135,2,301.6,235.25,Nordeste,BA,Boleto,0.05,11210
PED-004414,2025-10-11,PROD-107,3,241.57,132.86,Sudeste,MG,Cartão de Crédito,0.02,95780
PED-004415,2025-11-05,PROD-117,1,59.6,32.78,Nordeste,BA,Cartão de Crédito,0.05,44055
PED-004416,2025-05-07,PROD-121,1,81.64,44.9,Sudeste,RJ,Boleto,0.02,58524
PED-004417,2025-02-24,PROD-105,1,183.54,143.16,Centro-Oeste,MT,Pix,0.02,13771
PED-004418,2025-04-05,PROD-116,2,138.53,76.19,Norte,PA,Boleto,0.05,54765
PED-004419,2025-01-28,PROD-120,2,122.59,67.42,Sudeste,SP,Pix,0.05,26918
PED-004420,2025-04-16,PROD-110,2,110.62,60.84,Norte,AM,Cartão de Débito,0.02,67405
PED-004421,2025-07-16,PROD-115,3,240.36,132.2,Sul,SC,Cartão de Crédito,0.05,37855
PED-004422,2025-10-06,PROD-131,3,547.66,427.17,Sul,SC,Cartão de Crédito,0.05,33620
PED-004423,2025-04-06,PROD-116,3,214.0,117.7,Sudeste,MG,Cartão de Débito,0.02,14619
PED-004424,2025-07-06,PROD-112,3,91.3,50.22,Sudeste,SP,Boleto,0.05,28132
PED-004425,2025-04-06,PROD-122,3,147.33,81.03,Nordeste,PE,Pix,0.02,78397
PED-004426,2025-09-29,PROD-107,1,49.75,27.36,Centro-Oeste,GO,Cartão de Débito,0.05,97057
PED-004427,2025-01-07,PROD-100,1,151.43,118.12,Sul,PR,Pix,0.02,70210
PED-004428,2025-10-24,PROD-108,3,154.47,84.96,Nordeste,CE,Pix,0.05,61031
PED-004429,2025-06-11,PROD-119,3,182.31,100.27,Sudeste,RJ,Pix,0.05,62996
PED-004430,2025-09-01,PROD-118,3,196.3,107.97,Sul,SC,Boleto,0.05,75461
PED-004431,2025-07-24,PROD-119,3,177.67,97.72,Sudeste,RJ,Pix,0.02,89949
PED-004432,2025-02-04,PROD-132,2,469.06,365.87,Centro-Oeste,MS,Cartão de Crédito,0.02,28691
PED-004433,2025-01-24,PROD-121,3,141.63,77.9,Sul,SC,Pix,0.02,35993
PED-004434,2025-02-06,PROD-125,2,145.01,79.76,Nordeste,PE,Cartão de Débito,0.05,42383
PED-004435,2025-08-28,PROD-127,1,46.97,25.83,Sul,PR,Cartão de Débito,0.02,58704
PED-004436,2025-03-14,PROD-129,2,150.46,82.75,Sudeste,RJ,Boleto,0.02,52494
PED-004437,2025-11-15,PROD-104,2,431.83,336.83,Nordeste,CE,Cartão de Crédito,0.02,23106
PED-004438,2025-05-17,PROD-126,2,64.72,35.6,Sudeste,SP,Cartão de Crédito,0.02,87145
PED-004439,2025-02-18,PROD-123,2,111.91,61.55,Nordeste,CE,Cartão de Débito,0.02,94715
PED-004440,2025-09-09,PROD-101,2,479.36,373.9,Centro-Oeste,MS,Cartão de Crédito,0.05,14142
PED-004441,2025-12-09,PROD-132,3,514.39,401.22,Centro-Oeste,MT,Boleto,0.02,35826
PED-004442,2025-10-22,PROD-106,2,61.84,34.01,Sul,SC,Cartão de Débito,0.02,79310
PED-004443,2025-06-11,PROD-120,1,46.64,25.65,Sudeste,MG,Cartão de Débito,0.05,63094
PED-004444,2025-03-16,PROD-109,3,182.03,100.12,Sudeste,SP,Pix,0.02,28134
PED-004445,2025-06-11,PROD-102,1,206.89,161.37,Sudeste,MG,Boleto,0.05,55540
PED-004446,2025-06-29,PROD-131,3,469.51,366.22,Norte,PA,Cartão de Crédito,0.02,72083
PED-004447,2025-10-10,PROD-119,1,36.52,20.09,Sudeste,RJ,Pix,0.02,31235
PED-004448,2025-11-22,PROD-119,1,35.06,19.28,Sudeste,SP,Pix,0.05,32104
PED-004449,2025-08-21,PROD-111,3,115.99,63.79,Sudeste,MG,Pix,0.05,77837
PED-004450,2025-01-30,PROD-102,3,472.31,368.4,Sudeste,RJ,Pix,0.02,45966
PED-004451,2025-01-06,PROD-120,3,149.91,82.45,Nordeste,CE,Cartão de Débito,0.05,82181
PED-004452,2025-08-16,PROD-129,3,149.47,82.21,Sul,RS,Cartão de Débito,0.05,89146
PED-004453,2025-01-05,PROD-107,1,80.2,44.11,Nordeste,BA,Cartão de Crédito,0.02,35772
PED-004454,2025-04-11,PROD-113,3,234.02,128.71,Centro-Oeste,GO,Cartão de Débito,0.05,30919
PED-004455,2025-05-17,PROD-115,3,200.33,110.18,Sudeste,SP,Boleto,0.02,22671
PED-004456,2025-05-28,PROD-117,3,123.33,67.83,Centro-Oeste,MS,Pix,0.05,68687
PED-004457,2025-06-30,PROD-128,1,45.47,25.01,Sudeste,SP,Cartão de Crédito,0.05,11905
PED-004458,2025-03-02,PROD-130,3,512.78,399.97,Sul,SC,Pix,0.05,13838
PED-004459,2025-12-15,PROD-105,1,161.2,125.74,Sudeste,MG,Cartão de Débito,0.02,48735
PED-004460,2025-01-22,PROD-108,1,35.92,19.76,Nordeste,PE,Cartão de Débito,0.02,29053
PED-004461,2025-10-24,PROD-123,3,136.97,75.33,Norte,AM,Pix,0.02,62946
PED-004462,2025-12-16,PROD-124,1,43.52,23.94,Sudeste,RJ,Cartão de Débito,0.05,58743
PED-004463,2025-08-18,PROD-114,2,69.24,38.08,Sudeste,RJ,Pix,0.02,28780
PED-004464,2025-12-01,PROD-128,1,68.56,37.71,Sul,PR,Pix,0.05,53184
PED-004465,2025-11-06,PROD-124,2,152.86,84.07,Sudeste,MG,Cartão de Débito,0.05,93257
PED-004466,2025-03-10,PROD-108,2,178.66,98.26,Sudeste,SP,Boleto,0.05,63682
PED-004467,2025-08-17,PROD-108,2,119.32,65.63,Nordeste,CE,Cartão de Débito,0.02,88000
PED-004468,2025-08-25,PROD-108,2,68.98,37.94,Sul,PR,Cartão de Débito,0.05,32157
PED-004469,2025-01-12,PROD-104,3,664.34,518.19,Sudeste,SP,Pix,0.02,43216
PED-004470,2025-04-08,PROD-119,3,123.23,67.78,Centro-Oeste,GO,Boleto,0.05,40171
PED-004471,2025-12-02,PROD-115,2,173.68,95.52,Sudeste,MG,Cartão de Débito,0.05,23555
PED-004472,2025-08-08,PROD-105,2,352.19,274.71,Nordeste,BA,Pix,0.05,22512
PED-004473,2025-05-14,PROD-106,2,89.65,49.31,Norte,PA,Cartão de Débito,0.02,97090
PED-004474,2025-10-08,PROD-118,3,268.51,147.68,Centro-Oeste,MT,Cartão de Débito,0.02,11716
PED-004475,2025-02-09,PROD-101,2,434.97,339.28,Centro-Oeste,MS,Pix,0.02,99702
PED-004476,2025-12-13,PROD-115,2,150.12,82.57,Norte,PA,Cartão de Débito,0.05,84630
PED-004477,2025-02-11,PROD-107,3,222.21,122.22,Centro-Oeste,MS,Cartão de Débito,0.02,21264
PED-004478,2025-07-26,PROD-113,2,133.84,73.61,Sudeste,MG,Boleto,0.05,53831
PED-004479,2025-10-31,PROD-104,1,212.06,165.41,Sul,RS,Cartão de Débito,0.05,62653
PED-004480,2025-07-31,PROD-131,1,207.18,161.6,Sul,PR,Pix,0.05,26687
PED-004481,2025-04-14,PROD-125,3,210.27,115.65,Centro-Oeste,MT,Cartão de Crédito,0.05,66425
